fold_index,accession,job_id,analysis_id,span_aa,wall_seconds,free_mib_before,requirement_mib,peak_allocated_mib,peak_reserved_mib,emitted_pae,served_structure_bytes,served_pae,verdict,at
49,P59543,4965,4966,32,19.67,7043,6357,5384,5502,True,21750,True,ok,2026-09-14T15:51:46
50,Q14330,4966,4967,32,18.87,7043,6357,5384,5502,True,20454,True,ok,2026-09-14T15:52:06
51,Q15035,4967,4968,32,18.75,7043,6357,5384,5502,True,21102,True,ok,2026-09-14T15:52:26
52,Q15842,4968,4969,32,18.5,7043,6357,5384,5502,True,19563,True,ok,2026-09-14T15:52:45
53,Q495M3,4969,4970,32,19.01,7043,6357,5384,5502,True,21021,True,ok,2026-09-14T15:53:05
54,Q495N2,4970,4971,32,18.91,7043,6357,5384,5502,True,20778,True,ok,2026-09-14T15:53:25
55,Q5QJU3,4971,4972,32,18.57,7043,6357,5384,5502,True,20616,True,ok,2026-09-14T15:53:45
56,Q5T442,4972,4973,32,18.5,7043,6357,5384,5502,True,20535,True,ok,2026-09-14T15:54:05
57,Q7Z2H8,4973,4974,32,19.87,7043,6357,5384,5502,True,20697,True,ok,2026-09-14T15:54:26
58,Q8N4L1,4974,4975,32,18.73,7043,6357,5384,5502,True,17457,True,ok,2026-09-14T15:54:46
59,Q8N697,4975,4976,32,19.42,7043,6357,5384,5502,True,21507,True,ok,2026-09-14T15:55:06
60,Q8NCL8,4976,4977,32,19.04,7043,6357,5384,5502,True,21588,True,ok,2026-09-14T15:55:26
61,Q8NER1,4977,4978,32,18.66,7043,6357,5384,5502,True,20130,True,ok,2026-09-14T15:55:46
62,Q8NGJ2,4978,4979,32,19.28,7043,6357,5384,5502,True,20535,True,ok,2026-09-14T15:56:06
63,Q8TCB6,4979,4980,32,19.84,7043,6357,5384,5502,True,21021,True,ok,2026-09-14T15:56:27
64,Q92536,4980,4981,32,20.59,7043,6357,5384,5502,True,19887,True,ok,2026-09-14T15:56:49
65,Q99679,4981,4982,32,18.8,7043,6357,5384,5502,True,20130,True,ok,2026-09-14T15:57:09
66,Q9NQ84,4982,4983,32,20.47,7043,6357,5384,5502,True,17295,True,ok,2026-09-14T15:57:31
67,Q9NYW2,4983,4984,32,19.89,7043,6357,5384,5502,True,22155,True,ok,2026-09-14T15:57:51
68,Q9P2U7,4984,4985,32,19.13,7043,6357,5384,5502,True,19887,True,ok,2026-09-14T15:58:12
69,A6NCV1,4985,4986,33,19.11,7043,6357,5385,5504,True,20778,True,ok,2026-09-14T15:58:32
70,A6NDL8,4986,4987,33,19.15,7043,6357,5385,5504,True,20454,True,ok,2026-09-14T15:58:52
71,A6NL08,4987,4988,33,19.85,7043,6357,5385,5504,True,21021,True,ok,2026-09-14T15:59:13
72,P0C604,4988,4989,33,19.93,7043,6357,5385,5504,True,22317,True,ok,2026-09-14T15:59:34
73,P0C623,4989,4990,33,19.87,7043,6357,5385,5504,True,20535,True,ok,2026-09-14T15:59:55
74,P11166,4990,4991,33,19.28,7043,6357,5385,5504,True,22560,True,ok,2026-09-14T16:00:15
75,P15421,4991,4992,33,18.21,7043,6357,5385,5504,True,19482,True,ok,2026-09-14T16:00:35
76,P20292,4992,4993,33,19.37,7043,6357,5385,5504,True,22236,True,ok,2026-09-14T16:00:55
77,P29033,4993,4994,33,18.55,7043,6357,5385,5504,True,21831,True,ok,2026-09-14T16:01:15
78,P34972,4994,4995,33,19.62,7043,6357,5385,5504,True,20616,True,ok,2026-09-14T16:01:35
79,P49685,4995,4996,33,18.46,7043,6357,5385,5504,True,22074,True,ok,2026-09-14T16:01:55
80,P59542,4996,4997,33,19.89,7043,6357,5385,5504,True,22317,True,ok,2026-09-14T16:02:16
81,Q12772,4997,4998,33,18.17,7043,6357,5385,5504,True,20049,True,ok,2026-09-14T16:02:36
82,Q5JX69,4998,4999,33,18.75,7043,6357,5385,5504,True,22074,True,ok,2026-09-14T16:02:56
83,Q5JX71,4999,5000,33,19.21,7043,6357,5385,5504,True,22722,True,ok,2026-09-14T16:03:16
84,Q6U736,5000,5001,33,19.21,7043,6357,5385,5504,True,21669,True,ok,2026-09-14T16:03:36
85,Q8IXF9,5001,5002,33,20.42,7043,6357,5385,5504,True,20697,True,ok,2026-09-14T16:03:58
86,Q8N6U8,5002,5003,33,19.46,7043,6357,5385,5504,True,22398,True,ok,2026-09-14T16:04:18
87,Q8NDX2,5003,5004,33,18.66,7043,6357,5385,5504,True,20778,True,ok,2026-09-14T16:04:38
88,Q8NFJ5,5004,5005,33,18.41,7043,6357,5385,5504,True,20778,True,ok,2026-09-14T16:04:57
89,Q8NGR9,5005,5006,33,19.38,7043,6357,5385,5504,True,20616,True,ok,2026-09-14T16:05:18
90,Q8TDS4,5006,5007,33,19.02,7043,6357,5385,5504,True,22722,True,ok,2026-09-14T16:05:38
91,Q8TDT2,5007,5008,33,19.21,7043,6357,5385,5504,True,20697,True,ok,2026-09-14T16:05:58
92,Q96N19,5008,5009,33,19.77,7043,6357,5385,5504,True,21831,True,ok,2026-09-14T16:06:19
93,Q96RI9,5009,5010,33,20.4,7043,6357,5385,5504,True,20697,True,ok,2026-09-14T16:06:41
94,Q9BUF7,5010,5011,33,19.68,7043,6357,5385,5504,True,18996,True,ok,2026-09-14T16:07:01
95,Q9BZW2,5011,5012,33,19.02,7043,6357,5385,5504,True,19644,True,ok,2026-09-14T16:07:21
96,Q9H8X9,5012,5013,33,19.37,7043,6357,5385,5504,True,22317,True,ok,2026-09-14T16:07:42
97,Q9NQ11,5013,5014,33,42.92,7043,6357,5385,5504,True,21426,True,ok,2026-09-14T16:08:26
98,Q9NTQ9,5014,5015,33,38.14,7043,6357,5385,5504,True,22155,True,ok,2026-09-14T16:09:05
99,Q9NYW7,5015,5016,33,21.2,7043,6357,5385,5504,True,22398,True,ok,2026-09-14T16:09:27
100,Q9P2U8,5016,5017,33,21.71,7043,6357,5385,5504,True,20778,True,ok,2026-09-14T16:09:50
101,Q9UKL4,5017,5018,33,22.54,7043,6357,5385,5504,True,21345,True,ok,2026-09-14T16:10:14
102,A6NND4,5018,5019,34,20.64,7043,6357,5385,5504,True,21507,True,ok,2026-09-14T16:10:36
103,O14804,5019,5020,34,20.37,7043,6357,5385,5504,True,21102,True,ok,2026-09-14T16:10:57
104,O60503,5020,5021,34,47.33,7043,6357,5385,5504,True,21021,True,ok,2026-09-14T16:11:45
105,O95136,5021,5022,34,23.46,7043,6357,5385,5504,True,23208,True,ok,2026-09-14T16:12:10
106,P29275,5022,5023,34,20.85,7043,6357,5385,5504,True,20778,True,ok,2026-09-14T16:12:32
107,P32246,5023,5024,34,21.13,7043,6357,5385,5504,True,21588,True,ok,2026-09-14T16:12:54
108,P35414,5024,5025,34,20.35,7043,6357,5385,5504,True,22155,True,ok,2026-09-14T16:13:16
109,P51582,5025,5026,34,20.76,7043,6357,5385,5504,True,20859,True,ok,2026-09-14T16:13:37
110,P51677,5026,5027,34,20.06,7043,6357,5385,5504,True,20859,True,ok,2026-09-14T16:13:59
111,P57088,5027,5028,34,20.23,7043,6357,5385,5504,True,21102,True,ok,2026-09-14T16:14:20
112,P59551,5028,5029,34,20.34,7043,6357,5385,5504,True,23208,True,ok,2026-09-14T16:14:41
113,Q6IFG1,5029,5030,34,20.09,7043,6357,5385,5504,True,21912,True,ok,2026-09-14T16:15:03
114,Q86TM6,5030,5031,34,20.18,7043,6357,5385,5504,True,23208,True,ok,2026-09-14T16:15:24
115,Q86UW2,5031,5032,34,21.75,7043,6357,5385,5504,True,21426,True,ok,2026-09-14T16:15:47
116,Q8IUW5,5032,5033,34,20.34,7043,6357,5385,5504,True,19968,True,ok,2026-09-14T16:16:08
117,Q8N2U0,5033,5034,34,20.45,7043,6357,5385,5504,True,22317,True,ok,2026-09-14T16:16:30
118,Q8NBV8,5034,5035,34,20.38,7043,6357,5385,5504,True,18996,True,ok,2026-09-14T16:16:51
119,Q8NFU0,5035,5036,34,20.46,7043,6357,5385,5504,True,20454,True,ok,2026-09-14T16:17:13
120,Q8NHX9,5036,5037,34,20.62,7043,6357,5385,5504,True,19887,True,ok,2026-09-14T16:17:34
121,Q8WY07,5037,5038,34,20.24,7043,6357,5385,5504,True,20940,True,ok,2026-09-14T16:17:56
122,Q96P68,5038,5039,34,20.28,7043,6357,5385,5504,True,21426,True,ok,2026-09-14T16:18:17
123,Q96RI8,5039,5040,34,20.26,7043,6357,5385,5504,True,20940,True,ok,2026-09-14T16:18:38
124,Q9BY10,5040,5041,34,21.08,7043,6357,5385,5504,True,20373,True,ok,2026-09-14T16:19:00
125,Q9NYV8,5041,5042,34,20.41,7043,6357,5385,5504,True,21426,True,ok,2026-09-14T16:19:22
126,Q9NYW1,5042,5043,34,20.61,7043,6357,5385,5504,True,24018,True,ok,2026-09-14T16:19:44
127,O43511,5043,5044,35,20.69,7043,6357,5386,5504,True,20778,True,ok,2026-09-14T16:20:05
128,P30559,5044,5045,35,20.5,7043,6357,5386,5504,True,19482,True,ok,2026-09-14T16:20:27
129,P32248,5045,5046,35,21.62,7043,6357,5386,5504,True,23451,True,ok,2026-09-14T16:20:49
130,P34995,5046,5047,35,20.5,7043,6357,5386,5504,True,18834,True,ok,2026-09-14T16:21:10
131,P47901,5047,5048,35,20.52,7043,6357,5386,5504,True,21426,True,ok,2026-09-14T16:21:32
132,P51685,5048,5049,35,20.38,7043,6357,5386,5504,True,22560,True,ok,2026-09-14T16:21:53
133,P55085,5049,5050,35,19.62,7043,6357,5386,5504,True,20049,True,ok,2026-09-14T16:22:13
134,Q53FP2,5050,5051,35,19.47,7043,6357,5386,5504,True,22965,True,ok,2026-09-14T16:22:34
135,Q5J8M3,5051,5052,35,19.57,7043,6357,5386,5504,True,22074,True,ok,2026-09-14T16:22:54
136,Q6PEY0,5052,5053,35,20.28,7043,6357,5386,5504,True,24099,True,ok,2026-09-14T16:23:15
137,Q86SP6,5053,5054,35,20.25,7043,6357,5386,5504,True,22398,True,ok,2026-09-14T16:23:36
138,Q8NB49,5054,5055,35,20.87,7043,6357,5386,5504,True,25233,True,ok,2026-09-14T16:23:58
139,Q8NGJ8,5055,5056,35,20.57,7043,6357,5386,5504,True,22398,True,ok,2026-09-14T16:24:19
140,Q8NGT1,5056,5057,35,20.69,7043,6357,5386,5504,True,21345,True,ok,2026-09-14T16:24:41
141,Q8NGU1,5057,5058,35,20.88,7043,6357,5386,5504,True,23208,True,ok,2026-09-14T16:25:02
142,Q8TD43,5058,5059,35,35.95,7043,6357,5386,5504,True,21264,True,ok,2026-09-14T16:25:39
143,Q8WTX9,5059,5060,35,21.65,7043,6357,5386,5504,True,23694,True,ok,2026-09-14T16:26:02
144,Q96P66,5060,5061,35,20.55,7043,6357,5386,5504,True,20940,True,ok,2026-09-14T16:26:24
145,Q96RI0,5061,5062,35,19.83,7043,6357,5386,5504,True,21102,True,ok,2026-09-14T16:26:44
146,Q96RN1,5062,5063,35,20.07,7043,6357,5386,5504,True,21264,True,ok,2026-09-14T16:27:05
147,Q9GZN0,5063,5064,35,19.98,7043,6357,5386,5504,True,20616,True,ok,2026-09-14T16:27:26
148,Q9NRM0,5064,5065,35,20.39,7043,6357,5386,5504,True,23694,True,ok,2026-09-14T16:27:47
149,Q9UGQ3,5065,5066,35,20.03,7043,6357,5386,5504,True,20697,True,ok,2026-09-14T16:28:08
150,Q9UHI7,5066,5067,35,20.8,7043,6357,5386,5504,True,24261,True,ok,2026-09-14T16:28:30
151,Q9ULQ1,5067,5068,35,20.05,7043,6357,5386,5504,True,23208,True,ok,2026-09-14T16:28:50
152,A6NMU1,5068,5069,36,20.07,7043,6357,5387,5504,True,24990,True,ok,2026-09-14T16:29:11
153,A6NNB3,5069,5070,36,19.79,7043,6357,5387,5504,True,21831,True,ok,2026-09-14T16:29:32
154,O14842,5070,5071,36,19.98,7043,6357,5387,5504,True,20859,True,ok,2026-09-14T16:29:53
155,O95007,5071,5072,36,21.63,7043,6357,5387,5504,True,22641,True,ok,2026-09-14T16:30:15
156,O95221,5072,5073,36,21.38,7043,6357,5387,5504,True,22884,True,ok,2026-09-14T16:30:37
157,O95222,5073,5074,36,19.22,7043,6357,5387,5504,True,22074,True,ok,2026-09-14T16:30:57
158,P04201,5074,5075,36,19.47,7043,6357,5387,5504,True,21750,True,ok,2026-09-14T16:31:18
159,P08100,5075,5076,36,20.14,7043,6357,5387,5504,True,23937,True,ok,2026-09-14T16:31:38
160,P0C7T3,5076,5077,36,20.41,7043,6357,5387,5504,True,23046,True,ok,2026-09-14T16:32:00
161,P14672,5077,5078,36,19.81,7043,6357,5387,5504,True,22641,True,ok,2026-09-14T16:32:20
162,P30954,5078,5079,36,20.15,7043,6357,5387,5504,True,24747,True,ok,2026-09-14T16:32:41
163,P35575,5079,5080,36,19.35,7043,6357,5387,5504,True,23694,True,ok,2026-09-14T16:33:01
164,P47211,5080,5081,36,20.28,7043,6357,5387,5504,True,21264,True,ok,2026-09-14T16:33:22
165,P47898,5081,5082,36,19.11,7043,6357,5387,5504,True,21993,True,ok,2026-09-14T16:33:42
166,Q0VAQ4,5082,5083,36,18.99,7043,6357,5387,5504,True,21345,True,ok,2026-09-14T16:34:02
167,Q13606,5083,5084,36,18.36,7043,6357,5387,5504,True,23613,True,ok,2026-09-14T16:34:21
168,Q6IEU7,5084,5085,36,19.71,7043,6357,5387,5504,True,23046,True,ok,2026-09-14T16:34:42
169,Q6IF63,5085,5086,36,19.92,7043,6357,5387,5504,True,22398,True,ok,2026-09-14T16:35:02
170,Q6IFH4,5086,5087,36,19.81,7043,6357,5387,5504,True,22155,True,ok,2026-09-14T16:35:23
171,Q6PXP3,5087,5088,36,19.37,7043,6357,5387,5504,True,24828,True,ok,2026-09-14T16:35:43
172,Q8N0Y5,5088,5089,36,37.66,7043,6357,5387,5504,True,22236,True,ok,2026-09-14T16:36:22
173,Q8N5K1,5089,5090,36,22.01,7043,6357,5387,5504,True,22722,True,ok,2026-09-14T16:36:45
174,Q8NGF1,5090,5091,36,19.25,7043,6357,5387,5504,True,23046,True,ok,2026-09-14T16:37:05
175,Q8NGF7,5091,5092,36,19.25,7043,6357,5387,5504,True,23208,True,ok,2026-09-14T16:37:25
176,Q8NGH5,5092,5093,36,19.09,7043,6357,5387,5504,True,22560,True,ok,2026-09-14T16:37:45
177,Q8NGH8,5093,5094,36,20.24,7043,6357,5387,5504,True,22236,True,ok,2026-09-14T16:38:06
178,Q8NGH9,5094,5095,36,19.66,7043,6357,5387,5504,True,22722,True,ok,2026-09-14T16:38:27
179,Q8NGI0,5095,5096,36,18.88,7043,6357,5387,5504,True,23046,True,ok,2026-09-14T16:38:46
180,Q8NGI1,5096,5097,36,19.86,7043,6357,5387,5504,True,22641,True,ok,2026-09-14T16:39:07
181,Q8NGI2,5097,5098,36,19.76,7043,6357,5387,5504,True,22560,True,ok,2026-09-14T16:39:28
182,Q8NGI3,5098,5099,36,20.38,7043,6357,5387,5504,True,22236,True,ok,2026-09-14T16:39:49
183,Q8NGJ3,5099,5100,36,19.65,7043,6357,5387,5504,True,23127,True,ok,2026-09-14T16:40:10
184,Q8NGJ4,5100,5101,36,19.52,7043,6357,5387,5504,True,22722,True,ok,2026-09-14T16:40:30
185,Q8NGJ5,5101,5102,36,20.16,7043,6357,5387,5504,True,23613,True,ok,2026-09-14T16:40:51
186,Q8NGJ6,5102,5103,36,19.31,7043,6357,5387,5504,True,24261,True,ok,2026-09-14T16:41:11
187,Q8NGJ7,5103,5104,36,18.98,7043,6357,5387,5504,True,24099,True,ok,2026-09-14T16:41:31
188,Q8NGJ9,5104,5105,36,18.8,7043,6357,5387,5504,True,23775,True,ok,2026-09-14T16:41:50
189,Q8NGK0,5105,5106,36,18.88,7043,6357,5387,5504,True,22965,True,ok,2026-09-14T16:42:11
190,Q8NGK1,5106,5107,36,19.44,7043,6357,5387,5504,True,24018,True,ok,2026-09-14T16:42:31
191,Q8NGK2,5107,5108,36,19.21,7043,6357,5387,5504,True,24018,True,ok,2026-09-14T16:42:51
192,Q8NGK3,5108,5109,36,19.31,7043,6357,5387,5504,True,23289,True,ok,2026-09-14T16:43:11
193,Q8NGK4,5109,5110,36,19.56,7043,6357,5387,5504,True,23694,True,ok,2026-09-14T16:43:32
194,Q8NGK6,5110,5111,36,19.28,7043,6357,5387,5504,True,22236,True,ok,2026-09-14T16:43:52
195,Q8NGK9,5111,5112,36,19.76,7043,6357,5387,5504,True,23208,True,ok,2026-09-14T16:44:12
196,Q8NGL0,5112,5113,36,19.62,7043,6357,5387,5504,True,23208,True,ok,2026-09-14T16:44:33
197,Q8NGL1,5113,5114,36,19.29,7043,6357,5387,5504,True,23127,True,ok,2026-09-14T16:44:53
198,Q8NGL2,5114,5115,36,20.26,7043,6357,5387,5504,True,23127,True,ok,2026-09-14T16:45:14
199,Q8NGL3,5115,5116,36,19.89,7043,6357,5387,5504,True,22884,True,ok,2026-09-14T16:45:35
200,Q8NGL4,5116,5117,36,19.15,7043,6357,5387,5504,True,23613,True,ok,2026-09-14T16:45:55
201,Q8NGM8,5117,5118,36,20.02,7043,6357,5387,5504,True,23856,True,ok,2026-09-14T16:46:15
202,Q8NGP3,5118,5119,36,19.45,7043,6357,5387,5504,True,24180,True,ok,2026-09-14T16:46:36
203,Q8NGP4,5119,5120,36,19.41,7043,6357,5387,5504,True,23532,True,ok,2026-09-14T16:46:56
204,Q8NGP6,5120,5121,36,19.42,7043,6357,5387,5504,True,23694,True,ok,2026-09-14T16:47:16
205,Q8NGP8,5121,5122,36,19.77,7043,6357,5387,5504,True,23046,True,ok,2026-09-14T16:47:37
206,Q8NGR4,5122,5123,36,19.75,7043,6357,5387,5504,True,23127,True,ok,2026-09-14T16:47:58
207,Q8NGR6,5123,5124,36,19.83,7043,6357,5387,5504,True,22560,True,ok,2026-09-14T16:48:18
208,Q8NGV0,5124,5125,36,19.99,7043,6357,5387,5504,True,22074,True,ok,2026-09-14T16:48:39
209,Q8NGW1,5125,5126,36,20.14,7043,6357,5387,5504,True,22155,True,ok,2026-09-14T16:49:00
210,Q8NGY7,5126,5127,36,19.79,7043,6357,5387,5504,True,22884,True,ok,2026-09-14T16:49:21
211,Q8NH18,5127,5128,36,19.43,7043,6357,5387,5504,True,23046,True,ok,2026-09-14T16:49:41
212,Q8NH53,5128,5129,36,18.48,7043,6357,5387,5504,True,22722,True,ok,2026-09-14T16:50:01
213,Q8NH54,5129,5130,36,19.36,7043,6357,5387,5504,True,22317,True,ok,2026-09-14T16:50:21
214,Q8NH56,5130,5131,36,20.04,7043,6357,5387,5504,True,22965,True,ok,2026-09-14T16:50:42
215,Q8NH57,5131,5132,36,21.51,7043,6357,5387,5504,True,23370,True,ok,2026-09-14T16:51:04
216,Q8NH59,5132,5133,36,19.88,7043,6357,5387,5504,True,24261,True,ok,2026-09-14T16:51:25
217,Q8NH60,5133,5134,36,20.25,7043,6357,5387,5504,True,23208,True,ok,2026-09-14T16:51:47
218,Q8NH63,5134,5135,36,19.11,7043,6357,5387,5504,True,23127,True,ok,2026-09-14T16:52:07
219,Q8NH64,5135,5136,36,19.08,7043,6357,5387,5504,True,24018,True,ok,2026-09-14T16:52:27
220,Q8NH69,5136,5137,36,19.29,7043,6357,5387,5504,True,23289,True,ok,2026-09-14T16:52:47
221,Q8NH76,5137,5138,36,18.78,7043,6357,5387,5504,True,22398,True,ok,2026-09-14T16:53:06
222,Q8NH83,5138,5139,36,19.33,7043,6357,5387,5504,True,23127,True,ok,2026-09-14T16:53:26
223,Q8NH85,5139,5140,36,19.44,7043,6357,5387,5504,True,23613,True,ok,2026-09-14T16:53:47
224,Q8NHA6,5140,5141,36,20.35,7043,6357,5387,5504,True,22722,True,ok,2026-09-14T16:54:08
225,Q8NHB7,5141,5142,36,19.72,7043,6357,5387,5504,True,24099,True,ok,2026-09-14T16:54:29
226,Q8NHB8,5142,5143,36,19.37,7043,6357,5387,5504,True,24099,True,ok,2026-09-14T16:54:49
227,Q8NHC4,5143,5144,36,19.33,7043,6357,5387,5504,True,23046,True,ok,2026-09-14T16:55:09
228,Q8NHC7,5144,5145,36,19.51,7043,6357,5387,5504,True,23127,True,ok,2026-09-14T16:55:29
229,Q8WZ92,5145,5146,36,19.33,7043,6357,5387,5504,True,23127,True,ok,2026-09-14T16:55:50
230,Q8WZ94,5146,5147,36,19.3,7043,6357,5387,5504,True,23370,True,ok,2026-09-14T16:56:10
231,Q96G79,5147,5148,36,20.73,7043,6357,5387,5504,True,23775,True,ok,2026-09-14T16:56:31
232,Q96J66,5148,5149,36,19.88,7043,6357,5387,5504,True,22398,True,ok,2026-09-14T16:56:52
233,Q96R08,5149,5150,36,19.3,7043,6357,5387,5504,True,23127,True,ok,2026-09-14T16:57:12
234,Q96R54,5150,5151,36,19.55,7043,6357,5387,5504,True,21669,True,ok,2026-09-14T16:57:32
235,Q96RB7,5151,5152,36,19.64,7043,6357,5387,5504,True,23694,True,ok,2026-09-14T16:57:53
236,Q96RD2,5152,5153,36,19.71,7043,6357,5387,5504,True,22884,True,ok,2026-09-14T16:58:13
237,Q96RD3,5153,5154,36,19.88,7043,6357,5387,5504,True,23208,True,ok,2026-09-14T16:58:34
238,Q9BQ49,5154,5155,36,19.29,7043,6357,5387,5504,True,24099,True,ok,2026-09-14T16:58:54
239,Q9BXE9,5155,5156,36,19.38,7043,6357,5387,5504,True,22479,True,ok,2026-09-14T16:59:14
240,Q9H255,5156,5157,36,19.7,7043,6357,5387,5504,True,23208,True,ok,2026-09-14T16:59:35
241,Q9H2C8,5157,5158,36,19.84,7043,6357,5387,5504,True,24666,True,ok,2026-09-14T16:59:56
242,Q9H339,5158,5159,36,19.88,7043,6357,5387,5504,True,24342,True,ok,2026-09-14T17:00:16
243,Q9H340,5159,5160,36,19.76,7043,6357,5387,5504,True,24504,True,ok,2026-09-14T17:00:37
244,Q9H343,5160,5161,36,21.06,7043,6357,5387,5504,True,23208,True,ok,2026-09-14T17:00:59
245,Q9H344,5161,5162,36,19.66,7043,6357,5387,5504,True,23046,True,ok,2026-09-14T17:01:21
246,Q9H346,5162,5163,36,18.97,7043,6357,5387,5504,True,23451,True,ok,2026-09-14T17:01:40
247,Q9NP94,5163,5164,36,19.57,7043,6357,5387,5504,True,22884,True,ok,2026-09-14T17:02:01
248,Q9NYV7,5164,5165,36,19.21,7043,6357,5387,5504,True,24666,True,ok,2026-09-14T17:02:21
